time_tick,lac_X_value,lac_Y_value,lac_Z_value
9.512491,-14.697946,29.729802,7.600520
9.542619,-15.514576,31.488771,9.603134
9.572747,-10.643563,28.366401,13.184394
9.612919,-2.350027,12.091650,13.846232
9.643047,0.096614,4.935689,25.599470
9.673175,2.645406,1.399069,26.717282
9.713345,12.758173,4.101935,35.646530
9.743473,17.349036,-0.422720,29.844728
9.773602,16.571144,-8.724339,17.052389
9.813772,19.694777,-3.682370,11.841120
9.843900,28.421163,-6.175078,4.833308
9.874028,23.216097,-12.372538,-2.252040
9.914199,24.633160,-4.445148,0.784400
9.944327,21.262944,4.185466,0.630908
9.974455,16.500237,3.187843,1.790882
10.014626,4.111795,2.361587,9.109487
10.044754,-1.526663,2.152883,17.690463
10.074882,-1.417895,-1.873208,28.455700
10.115053,-3.080657,0.054265,21.885996
10.145181,-3.285505,5.906700,7.794934
10.175309,-2.994140,12.586657,3.513127
10.215479,-19.049465,20.651891,10.216250
10.245607,-23.329714,31.440944,8.563668
10.275735,-15.841738,31.425565,4.942132
10.310906,-8.999392,20.133359,5.151422
10.346034,-5.849861,0.628369,24.048248
10.376162,2.563642,-10.855331,38.486741
10.406290,15.340048,-5.810537,39.282110
10.446461,14.202841,-2.011666,18.905438
10.476589,14.291799,-7.642776,7.801891
10.506717,15.061319,-8.586118,5.805590
10.546888,18.599664,-2.292526,6.467782
10.577016,18.460446,-2.190768,1.159344
10.607143,17.993846,-0.369983,-0.380676
10.647313,17.327278,3.950183,1.284795
10.677441,12.655438,4.421445,2.830841
10.707569,4.896630,1.623741,10.672568
10.747740,-3.414628,1.006438,18.003980
10.777868,-5.065996,0.022847,16.662690
10.807996,0.438172,2.948749,24.809140
10.848167,0.340181,5.503662,11.548168
10.878295,0.377230,8.030018,0.173499
10.908423,-0.309958,10.519614,-3.319624
10.948594,-12.844101,10.643761,-0.235149
10.978722,-22.159791,26.569505,14.827908
11.008850,-22.659454,38.167167,14.793094
11.049020,-12.952464,21.323467,7.576277
11.079148,-4.224969,14.043490,15.159692
11.109276,0.798041,1.566065,26.713356
11.139404,11.162264,-0.417603,38.110457
11.179575,24.798745,4.308730,33.171316
11.209703,22.797658,-0.297385,24.754768
11.239831,20.119428,1.804353,15.911915
11.280002,17.853031,9.215938,-1.798714
11.310130,17.005356,10.478230,-6.429855
11.340258,13.316043,9.591627,-10.482895
11.380429,7.566645,9.879202,-9.134485
11.410557,7.699045,10.541768,-2.505810
11.440685,5.937569,9.583058,-2.995944
