time_tick,lac_X_value,lac_Y_value,lac_Z_value
8.693121,4.512014,32.593788,9.404552
8.723249,7.824742,36.053952,4.348169
8.753377,5.96192,32.064941,0.301282
8.793548,-4.845523,22.119458,2.019318
8.823677,-20.080376,10.516188,3.085973
8.853805,-43.768209,-12.813849,2.022465
8.883933,-46.585008,-25.951741,8.339535
8.924105,-14.754935,-17.812746,1.415353
8.954233,4.777967,-10.389092,-0.164894
8.984361,11.147275,-10.962516,-1.129782
9.024532,17.838249,-11.878594,1.128899
9.054661,22.107486,-9.960148,1.016131
9.084789,19.582994,-8.245153,0.527912
9.12496,9.296915,-6.77441,5.369685
9.155089,-4.929986,-13.184641,9.094562
9.185217,-25.935736,-18.623869,12.269513
9.225388,-32.825877,-9.636606,12.127483
9.255516,-22.132933,-0.888698,8.743751
9.285645,-11.271588,9.092965,10.633075
9.325815,1.669815,16.3384,10.033082
9.355943,7.769403,16.745034,9.225043
9.386072,8.914473,20.156713,8.755056
9.426243,9.170162,21.286709,6.526039
9.456371,7.179839,17.735357,5.069248
9.486499,1.796067,15.957559,1.788509
9.52667,-23.845776,0.619401,1.926594
9.556799,-38.025687,-12.503117,-6.063385
9.586927,-24.142186,-13.323834,-3.263498
9.617055,-9.076906,-10.670216,-1.59047
9.657227,3.926802,-6.355972,2.904298
9.687355,9.302039,-5.31767,1.71102
9.717483,11.926061,-4.96195,0.395638
9.757654,13.687798,-5.829795,5.465046
9.787783,13.353865,-6.071605,7.199334
9.817911,13.167482,-1.04856,6.496028
9.858082,-2.459796,-8.844578,4.993133
9.888211,-20.254949,-18.512484,6.370758
9.918339,-24.911842,-11.805533,11.126259
9.95851,-25.305174,-1.674876,4.496575
9.988638,-14.525466,6.974735,2.518472
10.018767,-6.393536,12.395107,-0.260042
